,0,0,0,0,0,0,0,1,2
optimal_params.rgs.candidates.0.LGB.best_params.max_depth,15,15,12,21,12,15,18,21,12
optimal_params.rgs.candidates.0.LGB.best_params.colsample_bytree,0.5,0.9,0.9,0.5,0.6,0.8,0.8,0.6,0.6
optimal_params.rgs.candidates.0.LGB.best_params.min_child_weight,0.6487869721850312,0.010937473156737484,0.4913494667841476,0.0021038602154281488,0.005524556625621012,0.3745899727057577,0.016158806612474062,1.4556230184263321,0.0012141223361570824
optimal_params.rgs.candidates.0.LGB.best_params.subsample,0.8,0.8,0.6,0.7,0.9,0.5,0.7,0.9,0.6
optimal_params.rgs.candidates.0.LGB.best_params.learning_rate,0.2948649373943206,0.17557772086065984,0.1545743540932586,0.20304308780125765,0.16801097846309115,0.09656784057294165,0.2774477171237824,0.2483032453314024,0.11271068561265363
optimal_params.rgs.candidates.0.LGB.best_params.n_estimators,300,300,300,300,300,300,300,300,300
optimal_params.rgs.candidates.0.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.0.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.0.KNN.best_params.p,2,1,1,1,1,1,1,1,1
optimal_params.rgs.candidates.0.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.0.EXF.best_params.n_estimators,200,100,100,100,200,100,200,200,200
optimal_params.rgs.candidates.0.EXF.best_params.max_features,0.8,0.8,0.6000000000000001,0.6000000000000001,0.8,0.8,0.8,0.8,0.6000000000000001
optimal_params.rgs.candidates.0.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.0.EXF.best_params.criterion,squared_error,friedman_mse,squared_error,squared_error,poisson,friedman_mse,poisson,poisson,squared_error
optimal_params.rgs.candidates.0.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.1.RFR.best_params.n_estimators,500,100,300,300,300,100,400,300,300
optimal_params.rgs.candidates.1.RFR.best_params.max_features,0.8,0.8,0.8,0.4,0.4,0.6000000000000001,0.6000000000000001,0.4,0.4
optimal_params.rgs.candidates.1.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.1.RFR.best_params.criterion,squared_error,poisson,squared_error,squared_error,friedman_mse,poisson,poisson,poisson,poisson
optimal_params.rgs.candidates.1.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.1.LGB.best_params.max_depth,21,21,21,12,18,15,18,9,15
optimal_params.rgs.candidates.1.LGB.best_params.colsample_bytree,0.8,0.9,0.5,0.7,0.5,0.7,0.6,0.6,0.9
optimal_params.rgs.candidates.1.LGB.best_params.min_child_weight,0.14246960212037696,0.001876973874938839,0.004814142770261113,0.6413014757812776,1.6844146890728036,0.12129030548554968,0.0026546876507332223,0.0021866342201440027,2.7136660303661335
optimal_params.rgs.candidates.1.LGB.best_params.subsample,0.5,0.5,0.7,0.6,0.7,0.5,0.7,0.9,0.9
optimal_params.rgs.candidates.1.LGB.best_params.learning_rate,0.24158937621409882,0.19923994667729136,0.2122730424433969,0.2132261101325381,0.20504078091440842,0.13402528126989308,0.19143357761406316,0.23908832310004652,0.2888600682286316
optimal_params.rgs.candidates.1.LGB.best_params.n_estimators,300,300,300,300,300,300,300,300,300
optimal_params.rgs.candidates.1.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.1.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.1.KNN.best_params.p,1,1,1,1,1,1,1,1,1
optimal_params.rgs.candidates.1.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.1.EXF.best_params.n_estimators,100,100,100,300,100,100,200,300,200
optimal_params.rgs.candidates.1.EXF.best_params.max_features,0.8,0.6000000000000001,0.8,0.8,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001
optimal_params.rgs.candidates.1.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.1.EXF.best_params.criterion,poisson,friedman_mse,poisson,friedman_mse,friedman_mse,friedman_mse,poisson,squared_error,squared_error
optimal_params.rgs.candidates.1.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.2.RFR.best_params.n_estimators,300,300,100,300,100,200,100,100,200
optimal_params.rgs.candidates.2.RFR.best_params.max_features,0.8,0.4,0.6000000000000001,0.8,0.6000000000000001,0.2,0.8,0.2,0.2
optimal_params.rgs.candidates.2.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.2.RFR.best_params.criterion,poisson,squared_error,poisson,squared_error,squared_error,poisson,poisson,squared_error,friedman_mse
optimal_params.rgs.candidates.2.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.2.LGB.best_params.max_depth,15,18,18,21,15,18,15,15,15
optimal_params.rgs.candidates.2.LGB.best_params.colsample_bytree,0.7,0.7,0.6,0.6,0.6,0.6,0.9,0.9,0.8
optimal_params.rgs.candidates.2.LGB.best_params.min_child_weight,0.05000393885245669,0.002382267173950339,4.704281508562288,0.0033894449244600898,0.014743651428655991,0.5504060052703506,0.001109511455853652,0.003915611297013709,0.01389669607678967
optimal_params.rgs.candidates.2.LGB.best_params.subsample,0.9,0.8,0.5,0.7,0.6,0.8,0.6,0.6,0.6
optimal_params.rgs.candidates.2.LGB.best_params.learning_rate,0.23180518323253477,0.29382095303436145,0.23054967899533685,0.22602427991418697,0.22246434931664433,0.11147809347275042,0.18689932403671503,0.25400925346204595,0.17823604886248898
optimal_params.rgs.candidates.2.LGB.best_params.n_estimators,300,200,300,300,300,300,300,300,300
optimal_params.rgs.candidates.2.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.2.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.2.KNN.best_params.p,1,1,1,1,1,1,1,1,1
optimal_params.rgs.candidates.2.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.2.EXF.best_params.n_estimators,100,100,100,100,300,200,100,200,200
optimal_params.rgs.candidates.2.EXF.best_params.max_features,0.8,0.8,0.6000000000000001,0.8,0.8,0.8,0.8,0.6000000000000001,0.6000000000000001
optimal_params.rgs.candidates.2.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.2.EXF.best_params.criterion,friedman_mse,friedman_mse,squared_error,poisson,friedman_mse,friedman_mse,squared_error,squared_error,friedman_mse
optimal_params.rgs.candidates.2.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.3.RFR.best_params.n_estimators,200,300,400,200,200,200,500,500,400
optimal_params.rgs.candidates.3.RFR.best_params.max_features,0.6000000000000001,0.8,0.4,0.6000000000000001,0.8,0.6000000000000001,0.2,0.8,0.6000000000000001
optimal_params.rgs.candidates.3.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.3.RFR.best_params.criterion,friedman_mse,poisson,friedman_mse,squared_error,poisson,friedman_mse,poisson,squared_error,friedman_mse
optimal_params.rgs.candidates.3.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.3.LGB.best_params.max_depth,21,12,15,21,15,15,12,18,15
optimal_params.rgs.candidates.3.LGB.best_params.colsample_bytree,0.9,0.7,0.5,0.7,0.6,0.6,0.7,0.8,0.5
optimal_params.rgs.candidates.3.LGB.best_params.min_child_weight,0.34412193391344315,0.5719565567118241,2.2086744352745185,0.590883951908457,0.0010778460912746306,0.007034067808037841,0.03686777574496976,0.10457413038845756,0.9543643671856126
optimal_params.rgs.candidates.3.LGB.best_params.subsample,0.6,0.8,0.5,0.7,0.9,0.6,0.7,0.5,0.5
optimal_params.rgs.candidates.3.LGB.best_params.learning_rate,0.2035637051032561,0.290755083975338,0.24554834404014542,0.17636667162879557,0.154091250256653,0.14002826116569878,0.23450501543843025,0.23373900346185628,0.2127809466290241
optimal_params.rgs.candidates.3.LGB.best_params.n_estimators,300,300,200,300,300,300,300,300,300
optimal_params.rgs.candidates.3.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.3.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.3.KNN.best_params.p,1,1,1,1,1,1,1,1,1
optimal_params.rgs.candidates.3.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.3.EXF.best_params.n_estimators,300,200,200,200,200,100,100,300,200
optimal_params.rgs.candidates.3.EXF.best_params.max_features,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.8,0.8,0.6000000000000001,0.8
optimal_params.rgs.candidates.3.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.3.EXF.best_params.criterion,squared_error,friedman_mse,squared_error,squared_error,squared_error,squared_error,friedman_mse,friedman_mse,poisson
optimal_params.rgs.candidates.3.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.4.RFR.best_params.n_estimators,300,400,200,100,100,200,500,400,100
optimal_params.rgs.candidates.4.RFR.best_params.max_features,0.8,0.8,0.4,0.6000000000000001,0.6000000000000001,0.2,0.4,0.4,0.4
optimal_params.rgs.candidates.4.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.4.RFR.best_params.criterion,poisson,squared_error,poisson,friedman_mse,poisson,poisson,poisson,squared_error,friedman_mse
optimal_params.rgs.candidates.4.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.4.LGB.best_params.max_depth,15,15,15,21,15,21,18,18,15
optimal_params.rgs.candidates.4.LGB.best_params.colsample_bytree,0.6,0.5,0.8,0.9,0.8,0.7,0.6,0.6,0.7
optimal_params.rgs.candidates.4.LGB.best_params.min_child_weight,0.523970992004639,4.32568992749676,0.004073719462762318,2.0775518758923006,0.9341798352530796,0.03157997430618741,0.0010852919000893556,1.0687884022903449,0.006757392219555269
optimal_params.rgs.candidates.4.LGB.best_params.subsample,0.7,0.5,0.9,0.9,0.5,0.9,0.6,0.6,0.9
optimal_params.rgs.candidates.4.LGB.best_params.learning_rate,0.16376998980562132,0.19663135005776422,0.2210753500966169,0.22202695271117823,0.2039944733628848,0.11030379310262842,0.23148667647734003,0.13111661667973135,0.22815550423655195
optimal_params.rgs.candidates.4.LGB.best_params.n_estimators,300,300,300,300,300,300,300,300,300
optimal_params.rgs.candidates.4.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.4.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.4.KNN.best_params.p,1,1,1,1,2,2,1,1,1
optimal_params.rgs.candidates.4.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.4.EXF.best_params.n_estimators,300,100,200,300,100,200,300,300,300
optimal_params.rgs.candidates.4.EXF.best_params.max_features,0.8,0.8,0.4,0.8,0.8,0.6000000000000001,0.8,0.8,0.8
optimal_params.rgs.candidates.4.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.4.EXF.best_params.criterion,squared_error,poisson,friedman_mse,squared_error,squared_error,poisson,squared_error,squared_error,friedman_mse
optimal_params.rgs.candidates.4.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.5.RFR.best_params.n_estimators,400,500,200,400,100,300,400,200,400
optimal_params.rgs.candidates.5.RFR.best_params.max_features,0.6000000000000001,0.8,0.4,0.4,0.8,0.2,0.8,0.2,0.6000000000000001
optimal_params.rgs.candidates.5.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.5.RFR.best_params.criterion,friedman_mse,friedman_mse,squared_error,friedman_mse,squared_error,poisson,friedman_mse,poisson,poisson
optimal_params.rgs.candidates.5.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.5.LGB.best_params.max_depth,21,15,18,12,15,21,9,21,12
optimal_params.rgs.candidates.5.LGB.best_params.colsample_bytree,0.5,0.7,0.6,0.6,0.7,0.5,0.9,0.5,0.6
optimal_params.rgs.candidates.5.LGB.best_params.min_child_weight,0.46641944068358276,0.39457454059615293,0.00798304857908705,0.2967211998632167,0.04727216555172583,0.030656502387873603,0.030107285303926482,4.808618785381573,0.3399988538571405
optimal_params.rgs.candidates.5.LGB.best_params.subsample,0.8,0.6,0.6,0.7,0.8,0.7,0.8,0.8,0.7
optimal_params.rgs.candidates.5.LGB.best_params.learning_rate,0.2053003766985062,0.16304657035541556,0.2392533111146937,0.19022184769947026,0.1559809682979867,0.2095188819855054,0.2856327489455419,0.17060288155913586,0.2795582793255607
optimal_params.rgs.candidates.5.LGB.best_params.n_estimators,300,300,300,300,300,200,300,300,200
optimal_params.rgs.candidates.5.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.5.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.5.KNN.best_params.p,2,1,1,1,1,1,1,1,1
optimal_params.rgs.candidates.5.KNN.Model,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>,<class 'sklearn.neighbors._regression.KNeighborsRegressor'>
optimal_params.rgs.candidates.5.EXF.best_params.n_estimators,100,200,300,200,100,100,100,200,100
optimal_params.rgs.candidates.5.EXF.best_params.max_features,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.8,0.8,0.6000000000000001
optimal_params.rgs.candidates.5.EXF.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.5.EXF.best_params.criterion,squared_error,friedman_mse,friedman_mse,squared_error,poisson,poisson,poisson,squared_error,friedman_mse
optimal_params.rgs.candidates.5.EXF.Model,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>,<class 'sklearn.ensemble._forest.ExtraTreesRegressor'>
optimal_params.rgs.candidates.6.RFR.best_params.n_estimators,200,200,400,100,200,300,100,300,200
optimal_params.rgs.candidates.6.RFR.best_params.max_features,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,0.6000000000000001,0.2,0.8
optimal_params.rgs.candidates.6.RFR.best_params.min_samples_leaf,2,2,2,2,2,2,2,2,2
optimal_params.rgs.candidates.6.RFR.best_params.criterion,poisson,squared_error,friedman_mse,poisson,friedman_mse,squared_error,poisson,poisson,friedman_mse
optimal_params.rgs.candidates.6.RFR.Model,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,<class 'sklearn.ensemble._forest.RandomForestRegressor'>
optimal_params.rgs.candidates.6.LGB.best_params.max_depth,18,12,12,12,15,18,21,18,12
optimal_params.rgs.candidates.6.LGB.best_params.colsample_bytree,0.8,0.7,0.5,0.8,0.7,0.9,0.9,0.8,0.5
optimal_params.rgs.candidates.6.LGB.best_params.min_child_weight,1.2485895243200815,0.0038290007656050463,0.004241680240435662,0.08347256975027272,2.539564992642483,0.017565844139418578,2.9529565680110874,0.029207897074239302,1.3673582467328558
optimal_params.rgs.candidates.6.LGB.best_params.subsample,0.7,0.6,0.8,0.9,0.5,0.8,0.5,0.6,0.7
optimal_params.rgs.candidates.6.LGB.best_params.learning_rate,0.22362201753034378,0.23616648760666004,0.2299393520744611,0.2158210716273923,0.23091722233258838,0.10459544737341782,0.23352772941719627,0.22531878121847057,0.24025193750500334
optimal_params.rgs.candidates.6.LGB.best_params.n_estimators,300,300,300,300,300,300,200,300,300
optimal_params.rgs.candidates.6.LGB.Model,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>,<class 'lightgbm.sklearn.LGBMRegressor'>
optimal_params.rgs.candidates.6.KNN.best_params.n_neighbors,3,3,3,3,3,3,3,3,3
optimal_params.rgs.candidates.6.KNN.best_params.p,1,1,1,1,1,1,1,1,1
